user_id,visit_number,date,page_visited,time_spent,conversion_step
186,1,26/01/2024,Signup,298,None
976,1,26/01/2024,Signup,244,Signup
376,5,26/01/2024,Signup,206,None
677,5,26/01/2024,Homepage,69,None
874,1,26/01/2024,Features,225,None
703,2,26/01/2024,Signup,84,None
517,1,26/01/2024,Signup,160,None
498,1,26/01/2024,Features,179,Purchase
499,3,26/01/2024,Pricing,279,None
206,1,26/01/2024,Pricing,188,None
415,1,26/01/2024,Signup,273,None
366,3,26/01/2024,Features,50,None
856,1,26/01/2024,Pricing,271,None
739,1,26/01/2024,Features,132,None
420,4,26/01/2024,Homepage,269,None
586,3,26/01/2024,Features,209,None
219,3,26/01/2024,Pricing,246,None
952,4,26/01/2024,Pricing,286,Signup
539,3,26/01/2024,Features,46,Signup
375,2,26/01/2024,Pricing,73,Signup
23,5,27/01/2024,Features,112,None
461,5,27/01/2024,Pricing,151,None
720,3,27/01/2024,Signup,68,None
355,5,27/01/2024,Signup,113,None
603,1,27/01/2024,Signup,185,None
52,1,27/01/2024,Homepage,240,None
999,2,27/01/2024,Homepage,267,None
815,4,27/01/2024,Signup,274,None
721,5,27/01/2024,Homepage,83,None
574,2,27/01/2024,Signup,155,Purchase
445,5,27/01/2024,Homepage,207,None
816,1,27/01/2024,Signup,47,None
105,2,27/01/2024,Homepage,227,Signup
641,2,27/01/2024,Features,47,None
395,4,27/01/2024,Signup,74,None
972,1,27/01/2024,Features,34,None
910,2,27/01/2024,Signup,150,None
328,1,27/01/2024,Features,137,Signup
607,1,27/01/2024,Pricing,73,None
519,3,27/01/2024,Features,100,None
686,3,27/01/2024,Features,64,None
246,4,27/01/2024,Pricing,61,None
415,1,27/01/2024,Homepage,243,Signup
528,3,27/01/2024,Homepage,128,None
170,5,27/01/2024,Signup,199,Signup
167,1,27/01/2024,Pricing,87,None
310,2,27/01/2024,Features,223,None
940,1,28/01/2024,Signup,80,Purchase
595,2,28/01/2024,Pricing,54,Signup
392,4,28/01/2024,Pricing,280,Signup
221,3,28/01/2024,Pricing,286,None
834,5,28/01/2024,Homepage,128,None
682,3,28/01/2024,Pricing,164,None
835,2,28/01/2024,Signup,183,None
115,4,28/01/2024,Signup,60,None
861,2,28/01/2024,Features,156,None
335,4,28/01/2024,Homepage,252,Signup
742,4,28/01/2024,Signup,180,None
220,5,28/01/2024,Homepage,186,Purchase
247,5,28/01/2024,Features,217,None
101,3,28/01/2024,Homepage,92,None
416,5,28/01/2024,Signup,206,None
222,2,28/01/2024,Features,151,Signup
179,2,28/01/2024,Signup,275,None
509,4,28/01/2024,Features,114,Signup
175,3,28/01/2024,Pricing,37,None
606,3,28/01/2024,Signup,143,None
627,3,28/01/2024,Signup,182,None
674,4,28/01/2024,Signup,272,None
781,5,28/01/2024,Homepage,102,None
737,1,28/01/2024,Pricing,148,None
746,2,28/01/2024,Homepage,46,Signup
849,4,28/01/2024,Pricing,216,None
67,2,28/01/2024,Signup,157,None
457,5,28/01/2024,Features,230,None
126,5,29/01/2024,Homepage,218,None
139,4,29/01/2024,Homepage,234,None
625,4,29/01/2024,Pricing,65,None
731,1,29/01/2024,Homepage,103,None
156,3,29/01/2024,Homepage,223,None
697,1,29/01/2024,Pricing,171,Signup
121,4,29/01/2024,Signup,187,None
322,1,29/01/2024,Pricing,218,None
449,2,29/01/2024,Homepage,148,None
710,5,29/01/2024,Homepage,220,None
857,5,29/01/2024,Homepage,94,None
291,1,29/01/2024,Pricing,262,None
976,3,29/01/2024,Signup,147,None
4,4,29/01/2024,Features,264,Signup
701,5,29/01/2024,Pricing,128,None
239,1,29/01/2024,Features,299,Purchase
678,4,29/01/2024,Signup,155,None
172,5,29/01/2024,Pricing,57,None
724,1,29/01/2024,Features,209,None
857,4,29/01/2024,Signup,182,Signup
583,3,29/01/2024,Pricing,53,Signup
661,1,29/01/2024,Features,260,Purchase
903,1,29/01/2024,Homepage,176,None
797,1,29/01/2024,Homepage,195,Purchase
628,5,29/01/2024,Homepage,172,Signup
903,3,29/01/2024,Pricing,153,None
835,3,29/01/2024,Signup,262,Purchase
605,1,30/01/2024,Signup,91,None
989,1,30/01/2024,Homepage,229,None
615,3,30/01/2024,Signup,68,Signup
870,4,30/01/2024,Pricing,85,None
380,1,30/01/2024,Pricing,167,None
710,3,30/01/2024,Features,201,Signup
110,5,30/01/2024,Signup,292,None
330,3,30/01/2024,Homepage,228,Signup
101,4,30/01/2024,Homepage,74,None
695,1,30/01/2024,Homepage,73,Purchase
846,3,30/01/2024,Signup,269,None
918,2,30/01/2024,Signup,156,None
508,1,30/01/2024,Signup,36,None
672,1,30/01/2024,Homepage,271,None
594,2,30/01/2024,Pricing,164,None
36,1,30/01/2024,Features,209,None
238,5,30/01/2024,Pricing,233,None
244,5,30/01/2024,Homepage,283,Signup
251,4,30/01/2024,Pricing,248,None
393,4,30/01/2024,Signup,43,None
767,3,30/01/2024,Homepage,109,None
282,3,30/01/2024,Pricing,60,None
22,5,30/01/2024,Signup,42,None
430,1,30/01/2024,Homepage,157,Signup
230,2,30/01/2024,Features,72,Signup
983,5,30/01/2024,Signup,207,None
401,4,30/01/2024,Features,88,None
154,4,30/01/2024,Signup,168,None
120,4,31/01/2024,Features,87,None
678,2,31/01/2024,Signup,214,None
896,4,31/01/2024,Pricing,280,None
386,4,31/01/2024,Signup,97,None
390,3,31/01/2024,Features,43,None
711,1,31/01/2024,Pricing,165,None
397,1,31/01/2024,Signup,273,None
347,2,31/01/2024,Signup,261,Signup
587,4,31/01/2024,Signup,46,None
951,3,31/01/2024,Pricing,59,None
79,1,31/01/2024,Features,100,None
831,2,31/01/2024,Signup,83,Signup
585,3,31/01/2024,Features,73,None
200,4,31/01/2024,Signup,159,None
814,2,31/01/2024,Pricing,257,Signup
134,3,31/01/2024,Signup,89,None
560,1,31/01/2024,Pricing,163,Signup
700,5,31/01/2024,Homepage,180,None
171,1,31/01/2024,Signup,281,None
452,5,31/01/2024,Features,282,None
139,2,31/01/2024,Homepage,236,Purchase
755,3,31/01/2024,Signup,76,None
314,3,31/01/2024,Pricing,105,None
476,3,31/01/2024,Features,76,Purchase
346,4,31/01/2024,Features,165,Purchase
388,1,31/01/2024,Features,163,Purchase
126,5,31/01/2024,Features,48,None
719,4,31/01/2024,Homepage,126,None
851,2,01/02/2024,Features,258,None
198,2,01/02/2024,Features,157,None
699,4,01/02/2024,Homepage,82,None
901,5,01/02/2024,Pricing,217,None
18,2,01/02/2024,Pricing,175,None
710,1,01/02/2024,Features,200,Purchase
448,2,01/02/2024,Pricing,96,None
351,5,01/02/2024,Homepage,68,None
665,1,01/02/2024,Features,158,None
644,4,01/02/2024,Signup,42,Signup
326,5,01/02/2024,Features,211,None
425,1,01/02/2024,Signup,247,Purchase
165,1,01/02/2024,Signup,197,None
571,1,01/02/2024,Signup,264,None
178,5,01/02/2024,Pricing,138,None
440,3,01/02/2024,Homepage,299,None
665,2,01/02/2024,Homepage,293,None
674,3,01/02/2024,Homepage,159,None
915,2,01/02/2024,Homepage,49,None
866,5,01/02/2024,Features,101,None
463,2,01/02/2024,Features,180,None
754,5,01/02/2024,Features,61,None
136,1,01/02/2024,Homepage,192,None
950,4,01/02/2024,Homepage,69,None
748,3,01/02/2024,Homepage,250,None
47,3,01/02/2024,Homepage,167,None
497,5,01/02/2024,Signup,124,Signup
640,2,02/02/2024,Pricing,133,Purchase
930,2,02/02/2024,Pricing,153,Signup
338,4,02/02/2024,Features,64,None
158,1,02/02/2024,Signup,68,Purchase
525,2,02/02/2024,Pricing,229,None
631,2,02/02/2024,Features,130,None
815,1,02/02/2024,Pricing,130,Purchase
887,4,02/02/2024,Homepage,201,None
289,2,02/02/2024,Features,68,None
803,5,02/02/2024,Pricing,263,None
116,1,02/02/2024,Homepage,267,None
600,2,02/02/2024,Signup,195,Purchase
637,4,02/02/2024,Homepage,104,None
410,3,02/02/2024,Signup,222,None
175,5,02/02/2024,Signup,252,None
499,5,02/02/2024,Pricing,244,None
876,5,02/02/2024,Features,107,None
565,5,02/02/2024,Pricing,59,Signup
623,3,02/02/2024,Signup,187,None
577,3,02/02/2024,Signup,187,Signup
333,3,02/02/2024,Features,144,None
887,3,02/02/2024,Features,89,Purchase
586,4,02/02/2024,Homepage,269,None
147,2,02/02/2024,Homepage,243,None
773,3,02/02/2024,Features,65,Signup
776,3,02/02/2024,Features,266,None
644,4,02/02/2024,Features,247,None
49,1,02/02/2024,Features,220,None
77,4,03/02/2024,Signup,290,None
294,1,03/02/2024,Features,120,Purchase
117,5,03/02/2024,Pricing,61,Signup
494,4,03/02/2024,Signup,121,None
561,5,03/02/2024,Pricing,73,None
110,1,03/02/2024,Pricing,80,Signup
979,4,03/02/2024,Features,170,None
180,1,03/02/2024,Pricing,236,None
562,1,03/02/2024,Signup,285,None
72,5,03/02/2024,Features,84,None
859,1,03/02/2024,Homepage,112,None
434,2,03/02/2024,Features,292,None
286,3,03/02/2024,Homepage,74,None
516,4,03/02/2024,Signup,48,None
75,5,03/02/2024,Homepage,133,None
597,3,03/02/2024,Signup,247,None
491,5,03/02/2024,Signup,222,Signup
322,2,03/02/2024,Signup,186,None
888,3,03/02/2024,Homepage,119,None
533,4,03/02/2024,Pricing,185,None
209,1,03/02/2024,Signup,140,None
43,1,03/02/2024,Features,283,None
499,3,03/02/2024,Features,37,Purchase
29,5,03/02/2024,Pricing,200,None
411,4,03/02/2024,Features,112,None
856,1,03/02/2024,Homepage,99,Signup
181,3,03/02/2024,Signup,236,None
305,3,03/02/2024,Features,101,None
963,2,04/02/2024,Pricing,164,None
615,4,04/02/2024,Pricing,262,None
778,4,04/02/2024,Features,30,None
259,5,04/02/2024,Features,283,None
373,5,04/02/2024,Pricing,264,None
877,3,04/02/2024,Pricing,277,None
746,2,04/02/2024,Signup,297,None
858,3,04/02/2024,Signup,38,None
381,5,04/02/2024,Homepage,250,Signup
886,1,04/02/2024,Signup,156,None
613,2,04/02/2024,Pricing,277,None
91,4,04/02/2024,Homepage,111,None
69,1,04/02/2024,Features,195,None
618,1,04/02/2024,Features,66,None
523,4,04/02/2024,Features,258,None
13,3,04/02/2024,Pricing,97,Purchase
617,2,04/02/2024,Homepage,222,None
226,1,04/02/2024,Signup,291,None
422,3,04/02/2024,Features,241,None
168,4,04/02/2024,Features,200,None
929,3,04/02/2024,Pricing,30,Signup
379,1,04/02/2024,Signup,118,None
290,2,04/02/2024,Homepage,42,None
923,2,04/02/2024,Homepage,85,None
100,4,04/02/2024,Signup,89,None
218,3,04/02/2024,Homepage,232,Purchase
307,5,04/02/2024,Homepage,64,None
345,2,05/02/2024,Pricing,116,Signup
211,5,05/02/2024,Signup,208,Signup
789,3,05/02/2024,Features,108,None
735,3,05/02/2024,Signup,249,Purchase
669,5,05/02/2024,Pricing,106,None
585,4,05/02/2024,Homepage,78,None
275,5,05/02/2024,Signup,296,Signup
410,1,05/02/2024,Features,191,Purchase
921,5,05/02/2024,Features,51,None
552,5,05/02/2024,Signup,230,Signup
235,4,05/02/2024,Homepage,181,None
636,1,05/02/2024,Pricing,277,Signup
285,3,05/02/2024,Features,58,Signup
665,1,05/02/2024,Signup,108,None
659,5,05/02/2024,Features,153,None
708,3,05/02/2024,Homepage,284,Signup
173,4,05/02/2024,Pricing,219,None
724,3,05/02/2024,Homepage,246,Signup
302,4,05/02/2024,Homepage,175,None
823,5,05/02/2024,Homepage,196,None
1,1,05/02/2024,Homepage,110,None
139,1,05/02/2024,Features,77,None
708,1,05/02/2024,Homepage,296,None
903,1,05/02/2024,Homepage,224,None
732,1,05/02/2024,Pricing,259,Purchase
868,2,05/02/2024,Signup,59,None
442,5,05/02/2024,Pricing,289,Signup
967,1,05/02/2024,Signup,291,None
916,1,06/02/2024,Features,97,Signup
163,4,06/02/2024,Features,298,Purchase
51,5,06/02/2024,Signup,30,None
243,4,06/02/2024,Homepage,190,None
871,1,06/02/2024,Signup,68,None
21,5,06/02/2024,Pricing,154,None
684,5,06/02/2024,Pricing,226,None
631,5,06/02/2024,Pricing,252,Purchase
129,3,06/02/2024,Homepage,156,None
485,2,06/02/2024,Pricing,98,Signup
366,2,06/02/2024,Features,250,Signup
106,1,06/02/2024,Signup,174,Signup
707,2,06/02/2024,Signup,46,None
226,5,06/02/2024,Features,167,Purchase
653,3,06/02/2024,Homepage,179,Purchase
784,2,06/02/2024,Homepage,156,Signup
119,2,06/02/2024,Signup,112,Signup
546,3,06/02/2024,Homepage,108,None
152,4,06/02/2024,Signup,57,None
909,1,06/02/2024,Homepage,157,None
902,5,06/02/2024,Signup,113,None
39,3,06/02/2024,Pricing,40,None
770,4,06/02/2024,Features,83,None
267,1,06/02/2024,Pricing,222,None
7,4,06/02/2024,Pricing,180,None
894,1,06/02/2024,Features,233,None
263,2,06/02/2024,Pricing,123,None
615,3,07/02/2024,Signup,186,None
935,1,07/02/2024,Signup,210,None
332,3,07/02/2024,Signup,158,None
371,3,07/02/2024,Signup,111,None
342,4,07/02/2024,Homepage,42,None
383,5,07/02/2024,Signup,74,None
371,4,07/02/2024,Pricing,209,None
691,4,07/02/2024,Homepage,257,None
820,5,07/02/2024,Pricing,296,None
259,5,07/02/2024,Homepage,279,None
333,4,07/02/2024,Homepage,218,None
670,3,07/02/2024,Pricing,135,None
522,2,07/02/2024,Features,202,None
628,5,07/02/2024,Signup,177,None
969,2,07/02/2024,Features,91,None
390,3,07/02/2024,Pricing,147,None
629,5,07/02/2024,Pricing,138,None
182,1,07/02/2024,Homepage,260,None
236,1,07/02/2024,Signup,231,None
194,4,07/02/2024,Pricing,299,None
812,2,07/02/2024,Features,108,Signup
592,1,07/02/2024,Signup,273,Signup
63,4,07/02/2024,Pricing,273,None
333,4,07/02/2024,Pricing,271,None
560,4,07/02/2024,Features,216,None
589,3,07/02/2024,Features,146,None
662,2,07/02/2024,Features,241,None
121,5,07/02/2024,Features,201,None
787,4,08/02/2024,Pricing,154,None
346,5,08/02/2024,Pricing,127,Signup
526,1,08/02/2024,Homepage,257,Purchase
223,3,08/02/2024,Signup,188,None
605,5,08/02/2024,Signup,214,Signup
237,4,08/02/2024,Signup,278,None
106,3,08/02/2024,Features,30,None
214,4,08/02/2024,Pricing,281,Signup
519,3,08/02/2024,Pricing,135,Purchase
613,5,08/02/2024,Features,41,Purchase
561,5,08/02/2024,Features,72,None
553,1,08/02/2024,Pricing,291,None
923,2,08/02/2024,Pricing,204,None
159,4,08/02/2024,Signup,201,Purchase
390,4,08/02/2024,Signup,45,None
144,1,08/02/2024,Pricing,40,Signup
960,3,08/02/2024,Pricing,44,None
486,3,08/02/2024,Pricing,110,None
38,5,08/02/2024,Features,193,Signup
572,5,08/02/2024,Features,168,None
626,4,08/02/2024,Homepage,164,Signup
96,2,08/02/2024,Features,57,None
353,4,08/02/2024,Homepage,271,Signup
497,3,08/02/2024,Pricing,269,None
209,2,08/02/2024,Pricing,276,Purchase
289,2,08/02/2024,Signup,253,None
63,1,08/02/2024,Features,80,None
395,5,08/02/2024,Features,170,None
397,2,09/02/2024,Pricing,157,None
606,4,09/02/2024,Signup,238,Purchase
833,3,09/02/2024,Signup,140,None
414,5,09/02/2024,Pricing,207,Signup
347,4,09/02/2024,Signup,178,None
1000,3,09/02/2024,Pricing,183,Purchase
151,4,09/02/2024,Pricing,272,Signup
404,4,09/02/2024,Signup,204,None
390,5,09/02/2024,Features,222,None
805,3,09/02/2024,Pricing,232,None
596,4,09/02/2024,Features,278,None
128,2,09/02/2024,Homepage,281,Signup
485,5,09/02/2024,Pricing,162,Signup
774,1,09/02/2024,Signup,281,None
349,2,09/02/2024,Signup,227,None
461,3,09/02/2024,Pricing,114,None
155,2,09/02/2024,Homepage,226,None
754,4,09/02/2024,Features,48,None
84,1,09/02/2024,Homepage,134,None
909,5,09/02/2024,Homepage,32,None
999,1,09/02/2024,Pricing,123,None
136,2,09/02/2024,Features,205,Signup
181,1,09/02/2024,Pricing,227,Purchase
593,3,09/02/2024,Pricing,200,None
414,4,09/02/2024,Signup,114,Signup
1,4,09/02/2024,Features,198,None
728,3,09/02/2024,Pricing,291,None
720,4,10/02/2024,Signup,130,None
843,5,10/02/2024,Signup,53,None
765,4,10/02/2024,Pricing,187,None
644,4,10/02/2024,Pricing,245,None
574,2,10/02/2024,Homepage,219,None
324,1,10/02/2024,Features,68,None
145,4,10/02/2024,Features,85,None
881,2,10/02/2024,Signup,126,None
458,3,10/02/2024,Features,110,None
597,5,10/02/2024,Pricing,206,Purchase
117,3,10/02/2024,Pricing,98,None
742,5,10/02/2024,Features,162,Purchase
768,2,10/02/2024,Homepage,185,None
825,3,10/02/2024,Features,283,Signup
319,2,10/02/2024,Signup,98,None
953,5,10/02/2024,Signup,164,None
561,4,10/02/2024,Features,182,None
146,2,10/02/2024,Pricing,77,Purchase
886,1,10/02/2024,Pricing,189,None
954,4,10/02/2024,Pricing,54,None
522,4,10/02/2024,Homepage,242,Purchase
493,1,10/02/2024,Pricing,269,None
191,3,10/02/2024,Homepage,132,Purchase
80,1,10/02/2024,Features,162,None
743,4,10/02/2024,Pricing,152,None
207,3,10/02/2024,Features,92,None
418,3,10/02/2024,Pricing,130,None
901,5,10/02/2024,Signup,208,None
913,1,11/02/2024,Signup,260,None
229,4,11/02/2024,Signup,187,None
840,2,11/02/2024,Features,259,None
319,5,11/02/2024,Homepage,182,None
792,2,11/02/2024,Features,181,None
860,3,11/02/2024,Pricing,160,None
367,4,11/02/2024,Features,146,None
8,4,11/02/2024,Signup,225,None
510,1,11/02/2024,Homepage,148,Purchase
791,4,11/02/2024,Pricing,68,Signup
867,4,11/02/2024,Features,158,None
159,1,11/02/2024,Pricing,79,Signup
759,1,11/02/2024,Homepage,143,Signup
593,4,11/02/2024,Pricing,155,None
156,4,11/02/2024,Features,272,None
560,5,11/02/2024,Pricing,212,None
496,2,11/02/2024,Signup,30,None
627,5,11/02/2024,Homepage,216,None
524,5,11/02/2024,Signup,57,None
984,3,11/02/2024,Homepage,81,None
847,4,11/02/2024,Features,140,Purchase
1000,5,11/02/2024,Pricing,124,Purchase
799,4,11/02/2024,Pricing,106,None
91,5,11/02/2024,Homepage,68,Signup
291,3,11/02/2024,Homepage,276,Signup
567,4,11/02/2024,Signup,208,None
850,2,11/02/2024,Features,67,Purchase
676,3,12/02/2024,Homepage,138,Purchase
72,1,12/02/2024,Homepage,145,None
878,2,12/02/2024,Pricing,207,Purchase
828,5,12/02/2024,Pricing,158,None
625,4,12/02/2024,Features,218,None
422,4,12/02/2024,Pricing,137,None
69,2,12/02/2024,Features,56,Purchase
438,1,12/02/2024,Features,258,None
14,4,12/02/2024,Pricing,135,None
102,1,12/02/2024,Homepage,77,None
788,1,12/02/2024,Features,82,None
876,3,12/02/2024,Pricing,66,Signup
265,2,12/02/2024,Homepage,245,None
865,2,12/02/2024,Features,263,None
722,2,12/02/2024,Features,87,Signup
198,5,12/02/2024,Features,129,None
381,2,12/02/2024,Pricing,85,None
101,4,12/02/2024,Homepage,179,None
386,4,12/02/2024,Signup,283,Signup
766,2,12/02/2024,Features,129,None
158,4,12/02/2024,Homepage,84,None
902,3,12/02/2024,Signup,114,None
977,5,12/02/2024,Signup,179,None
231,5,12/02/2024,Signup,114,None
505,1,12/02/2024,Pricing,145,None
937,1,12/02/2024,Signup,44,Signup
663,5,12/02/2024,Homepage,99,Signup
31,2,12/02/2024,Homepage,262,None
256,2,13/02/2024,Signup,176,None
532,3,13/02/2024,Signup,192,None
773,5,13/02/2024,Signup,54,None
661,4,13/02/2024,Pricing,232,Signup
875,4,13/02/2024,Signup,181,None
587,1,13/02/2024,Pricing,220,None
124,5,13/02/2024,Pricing,61,None
452,1,13/02/2024,Features,74,Purchase
215,3,13/02/2024,Features,212,None
317,1,13/02/2024,Signup,97,Signup
742,3,13/02/2024,Pricing,276,None
251,5,13/02/2024,Signup,153,None
606,3,13/02/2024,Signup,54,None
682,1,13/02/2024,Pricing,125,None
553,5,13/02/2024,Pricing,57,None
189,1,13/02/2024,Homepage,68,None
210,4,13/02/2024,Homepage,241,Signup
692,2,13/02/2024,Signup,170,None
297,3,13/02/2024,Signup,191,None
60,3,13/02/2024,Pricing,186,None
491,2,13/02/2024,Pricing,244,None
479,3,13/02/2024,Features,105,None
542,3,13/02/2024,Homepage,33,None
226,4,13/02/2024,Features,268,None
607,5,13/02/2024,Pricing,209,None
239,3,13/02/2024,Homepage,260,Signup
678,4,13/02/2024,Signup,280,Signup
383,3,13/02/2024,Homepage,257,None
217,5,14/02/2024,Homepage,96,None
273,4,14/02/2024,Homepage,95,None
868,3,14/02/2024,Signup,278,None
168,4,14/02/2024,Pricing,138,Signup
670,2,14/02/2024,Features,221,None
509,3,14/02/2024,Homepage,258,Purchase
66,1,14/02/2024,Homepage,248,None
792,5,14/02/2024,Features,85,None
201,3,14/02/2024,Signup,232,Signup
385,3,14/02/2024,Homepage,275,None
88,1,14/02/2024,Homepage,225,None
806,4,14/02/2024,Pricing,262,None
368,5,14/02/2024,Features,269,None
448,1,14/02/2024,Signup,56,None
411,5,14/02/2024,Features,212,Signup
730,3,14/02/2024,Features,210,Signup
346,5,14/02/2024,Homepage,157,None
135,4,14/02/2024,Signup,111,Purchase
217,2,14/02/2024,Features,263,None
504,5,14/02/2024,Pricing,197,None
464,2,14/02/2024,Pricing,43,None
102,4,14/02/2024,Signup,216,Purchase
298,1,14/02/2024,Pricing,218,None
914,5,14/02/2024,Homepage,124,None
977,5,14/02/2024,Signup,119,Signup
881,5,14/02/2024,Features,129,Signup
44,5,14/02/2024,Homepage,215,None
111,2,15/02/2024,Homepage,142,None
454,4,15/02/2024,Features,192,None
375,2,15/02/2024,Homepage,202,None
916,3,15/02/2024,Features,31,None
752,3,15/02/2024,Pricing,280,None
791,1,15/02/2024,Pricing,158,None
366,1,15/02/2024,Homepage,294,Signup
908,5,15/02/2024,Pricing,250,None
524,3,15/02/2024,Signup,251,Signup
930,2,15/02/2024,Features,149,None
904,4,15/02/2024,Pricing,158,Signup
120,3,15/02/2024,Features,89,Signup
283,3,15/02/2024,Pricing,72,None
561,2,15/02/2024,Pricing,30,Purchase
200,3,15/02/2024,Pricing,283,Signup
240,2,15/02/2024,Signup,195,None
695,2,15/02/2024,Features,136,None
609,2,15/02/2024,Pricing,154,Signup
357,2,15/02/2024,Homepage,166,None
851,3,15/02/2024,Pricing,199,None
600,3,15/02/2024,Homepage,110,None
406,4,15/02/2024,Homepage,86,None
511,1,15/02/2024,Homepage,148,None
515,4,15/02/2024,Pricing,173,None
265,2,15/02/2024,Signup,47,Purchase
267,5,15/02/2024,Pricing,53,Purchase
262,4,15/02/2024,Features,107,None
295,5,15/02/2024,Signup,103,None
935,5,16/02/2024,Features,229,None
613,3,16/02/2024,Homepage,211,None
450,2,16/02/2024,Homepage,45,None
630,1,16/02/2024,Signup,289,None
572,1,16/02/2024,Pricing,195,None
677,1,16/02/2024,Homepage,77,None
902,1,16/02/2024,Features,151,None
262,1,16/02/2024,Homepage,249,None
39,5,16/02/2024,Homepage,247,None
676,5,16/02/2024,Signup,265,None
89,5,16/02/2024,Pricing,288,Signup
946,2,16/02/2024,Signup,41,None
720,4,16/02/2024,Homepage,266,None
341,3,16/02/2024,Pricing,298,Purchase
371,5,16/02/2024,Features,232,Signup
266,2,16/02/2024,Signup,137,Purchase
133,2,16/02/2024,Homepage,237,Signup
946,3,16/02/2024,Signup,233,None
25,1,16/02/2024,Features,41,None
607,2,16/02/2024,Signup,45,None
387,4,16/02/2024,Signup,112,None
852,4,16/02/2024,Pricing,91,None
900,4,16/02/2024,Features,142,Purchase
590,2,16/02/2024,Homepage,269,Purchase
268,2,16/02/2024,Pricing,272,None
398,2,16/02/2024,Homepage,280,None
485,2,16/02/2024,Features,94,None
82,4,16/02/2024,Pricing,278,None
155,3,17/02/2024,Homepage,65,None
967,3,17/02/2024,Features,252,None
688,2,17/02/2024,Features,76,None
611,4,17/02/2024,Pricing,120,None
534,3,17/02/2024,Pricing,100,Signup
917,4,17/02/2024,Signup,120,None
683,2,17/02/2024,Homepage,84,None
891,2,17/02/2024,Homepage,97,None
442,5,17/02/2024,Signup,184,None
146,2,17/02/2024,Pricing,98,Purchase
614,4,17/02/2024,Pricing,265,None
986,2,17/02/2024,Pricing,145,None
245,1,17/02/2024,Homepage,61,Signup
470,5,17/02/2024,Features,230,None
184,2,17/02/2024,Pricing,174,None
613,2,17/02/2024,Pricing,129,Purchase
197,5,17/02/2024,Pricing,269,None
112,1,17/02/2024,Features,100,None
227,5,17/02/2024,Features,196,None
780,4,17/02/2024,Features,199,None
995,4,17/02/2024,Signup,153,None
98,1,17/02/2024,Homepage,206,None
239,2,17/02/2024,Homepage,71,None
404,5,17/02/2024,Features,242,None
881,3,17/02/2024,Features,249,None
12,1,17/02/2024,Signup,116,None
994,5,17/02/2024,Pricing,272,None
538,5,18/02/2024,Homepage,255,None
98,1,18/02/2024,Pricing,206,None
352,3,18/02/2024,Pricing,211,None
302,4,18/02/2024,Pricing,268,Signup
775,4,18/02/2024,Homepage,86,Signup
602,2,18/02/2024,Features,122,None
857,2,18/02/2024,Homepage,160,None
494,4,18/02/2024,Signup,60,None
551,3,18/02/2024,Features,88,Signup
52,1,18/02/2024,Pricing,271,None
17,5,18/02/2024,Signup,115,None
920,2,18/02/2024,Homepage,110,None
731,4,18/02/2024,Pricing,117,None
772,5,18/02/2024,Features,232,None
859,1,18/02/2024,Signup,115,Signup
431,1,18/02/2024,Features,119,None
635,2,18/02/2024,Pricing,49,None
414,2,18/02/2024,Pricing,174,Signup
771,3,18/02/2024,Pricing,190,None
646,1,18/02/2024,Features,95,Signup
378,4,18/02/2024,Features,43,None
968,1,18/02/2024,Signup,193,None
784,1,18/02/2024,Features,61,Purchase
847,3,18/02/2024,Signup,199,None
420,1,18/02/2024,Pricing,31,None
181,4,18/02/2024,Features,285,None
360,3,18/02/2024,Homepage,156,Purchase
887,1,18/02/2024,Homepage,235,None
264,2,19/02/2024,Signup,30,None
692,5,19/02/2024,Pricing,286,Purchase
359,1,19/02/2024,Homepage,40,Signup
762,4,19/02/2024,Signup,278,Signup
948,4,19/02/2024,Features,41,None
926,2,19/02/2024,Homepage,285,Purchase
696,1,19/02/2024,Features,93,None
626,1,19/02/2024,Pricing,140,None
396,1,19/02/2024,Pricing,282,Purchase
452,4,19/02/2024,Signup,100,None
718,3,19/02/2024,Homepage,212,Signup
891,3,19/02/2024,Pricing,199,None
312,2,19/02/2024,Pricing,296,None
601,4,19/02/2024,Signup,144,Purchase
508,5,19/02/2024,Signup,85,None
253,2,19/02/2024,Homepage,277,None
505,3,19/02/2024,Homepage,130,Signup
837,5,19/02/2024,Signup,252,None
118,2,19/02/2024,Homepage,240,None
372,2,19/02/2024,Pricing,158,Signup
471,4,19/02/2024,Signup,33,None
186,1,19/02/2024,Signup,220,Signup
350,3,19/02/2024,Features,128,None
615,3,19/02/2024,Features,285,Signup
908,1,19/02/2024,Features,111,Purchase
719,5,19/02/2024,Pricing,102,None
595,5,19/02/2024,Homepage,121,Signup
986,5,20/02/2024,Signup,108,None
237,1,20/02/2024,Homepage,122,None
4,4,20/02/2024,Features,240,None
166,4,20/02/2024,Pricing,264,None
392,2,20/02/2024,Homepage,75,None
798,3,20/02/2024,Pricing,31,None
79,1,20/02/2024,Signup,70,None
780,4,20/02/2024,Homepage,125,None
970,3,20/02/2024,Features,143,None
524,5,20/02/2024,Pricing,222,None
785,1,20/02/2024,Signup,187,None
61,3,20/02/2024,Features,138,None
636,4,20/02/2024,Signup,256,Purchase
104,5,20/02/2024,Features,202,Purchase
704,2,20/02/2024,Homepage,48,None
700,2,20/02/2024,Homepage,235,None
130,2,20/02/2024,Pricing,230,None
915,4,20/02/2024,Features,34,Purchase
694,1,20/02/2024,Homepage,123,None
