date,source_id,source_type,source_name,sessions,users,pageviews,bounce_rate,avg_session_duration,conversions,form_fills,page_engagement,events,Coversion rate,Form fill rate,event conversion rate,Page engagement rate
06/02/2024,5,Paid,Google Ads,241,199,429,66.03%,244.769164,8,3,47,5,3.32%,1.24%,2.07%,10.96%
06/02/2024,6,Paid,LinkedIn Ads,123,100,239,63.07%,136.169699,12,9,48,10,9.76%,7.32%,8.13%,20.08%
07/02/2024,1,Owned,Blog,205,195,331,54.34%,146.369766,4,4,27,12,1.95%,1.95%,5.85%,8.16%
07/02/2024,2,Owned,Email,305,298,424,31.83%,263.726348,10,4,26,16,3.28%,1.31%,5.25%,6.13%
07/02/2024,3,Earned,Social Media,333,275,482,51.01%,69.6040979,7,7,29,15,2.10%,2.10%,4.50%,6.02%
07/02/2024,4,Earned,Referrals,93,88,129,60.48%,273.783443,19,1,3,9,20.43%,1.08%,9.68%,2.33%
07/02/2024,5,Paid,Google Ads,285,215,403,54.65%,152.225562,15,3,47,14,5.26%,1.05%,4.91%,11.66%
07/02/2024,6,Paid,LinkedIn Ads,147,116,280,68.34%,109.803056,10,9,14,10,6.80%,6.12%,6.80%,5.00%
08/02/2024,1,Owned,Blog,480,476,845,63.67%,196.000641,18,9,9,16,3.75%,1.88%,3.33%,1.07%
08/02/2024,2,Owned,Email,488,410,882,37.13%,101.081292,18,6,23,18,3.69%,1.23%,3.69%,2.61%
08/02/2024,3,Earned,Social Media,300,266,579,44.65%,296.320417,4,5,42,10,1.33%,1.67%,3.33%,7.25%
08/02/2024,4,Earned,Referrals,424,397,557,63.60%,218.778636,19,9,41,19,4.48%,2.12%,4.48%,7.36%
08/02/2024,5,Paid,Google Ads,195,185,277,51.88%,130.468037,19,2,15,6,9.74%,1.03%,3.08%,5.42%
08/02/2024,6,Paid,LinkedIn Ads,312,270,514,53.67%,112.419212,3,2,39,15,0.96%,0.64%,4.81%,7.59%
09/02/2024,1,Owned,Blog,400,397,745,68.67%,293.928725,14,3,23,7,3.50%,0.75%,1.75%,3.09%
09/02/2024,2,Owned,Email,124,99,163,61.36%,238.545077,2,4,37,4,1.61%,3.23%,3.23%,22.70%
09/02/2024,3,Earned,Social Media,315,266,457,50.50%,132.408378,6,6,41,16,1.90%,1.90%,5.08%,8.97%
09/02/2024,4,Earned,Referrals,64,56,98,66.36%,104.966616,4,5,38,9,6.25%,7.81%,14.06%,38.78%
09/02/2024,5,Paid,Google Ads,401,281,531,45.09%,182.884184,18,2,43,9,4.49%,0.50%,2.24%,8.10%
09/02/2024,6,Paid,LinkedIn Ads,344,252,501,41.39%,166.710086,11,8,45,12,3.20%,2.33%,3.49%,8.98%
10/02/2024,1,Owned,Blog,222,189,400,34.69%,145.501432,11,3,28,1,4.95%,1.35%,0.45%,7.00%
10/02/2024,2,Owned,Email,475,397,898,68.20%,184.542163,2,2,48,17,0.42%,0.42%,3.58%,5.35%
10/02/2024,3,Earned,Social Media,99,79,152,45.89%,203.236683,10,9,23,15,10.10%,9.09%,15.15%,15.13%
10/02/2024,4,Earned,Referrals,95,69,175,56.89%,67.8570935,1,6,23,10,1.05%,6.32%,10.53%,13.14%
10/02/2024,5,Paid,Google Ads,403,362,746,54.29%,289.79725,7,5,42,19,1.74%,1.24%,4.71%,5.63%
10/02/2024,6,Paid,LinkedIn Ads,165,155,297,62.79%,231.560425,9,9,28,5,5.45%,5.45%,3.03%,9.43%
11/02/2024,1,Owned,Blog,148,127,261,66.92%,208.088451,12,4,1,6,8.11%,2.70%,4.05%,0.38%
11/02/2024,2,Owned,Email,217,202,394,67.46%,121.635129,13,2,40,16,5.99%,0.92%,7.37%,10.15%
11/02/2024,3,Earned,Social Media,207,201,372,31.50%,245.582895,19,1,14,9,9.18%,0.48%,4.35%,3.76%
11/02/2024,4,Earned,Referrals,440,380,773,55.41%,223.520562,14,1,24,19,3.18%,0.23%,4.32%,3.10%
11/02/2024,5,Paid,Google Ads,284,269,344,48.30%,214.655314,16,7,25,5,5.63%,2.46%,1.76%,7.27%
11/02/2024,6,Paid,LinkedIn Ads,289,216,515,54.36%,104.427933,19,9,10,9,6.57%,3.11%,3.11%,1.94%
12/02/2024,1,Owned,Blog,249,244,427,58.57%,178.527717,3,8,44,4,1.20%,3.21%,1.61%,10.30%
12/02/2024,2,Owned,Email,428,369,717,51.84%,147.428298,11,4,40,4,2.57%,0.93%,0.93%,5.58%
12/02/2024,3,Earned,Social Media,115,95,212,61.66%,257.015997,18,4,5,5,15.65%,3.48%,4.35%,2.36%
12/02/2024,4,Earned,Referrals,440,308,722,34.56%,233.285887,13,1,11,15,2.95%,0.23%,3.41%,1.52%
12/02/2024,5,Paid,Google Ads,178,163,256,58.37%,235.663267,19,1,18,12,10.67%,0.56%,6.74%,7.03%
12/02/2024,6,Paid,LinkedIn Ads,59,57,78,65.01%,66.6367576,17,5,48,13,28.81%,8.47%,22.03%,61.54%
13/02/2024,1,Owned,Blog,74,55,122,44.28%,284.121597,5,2,45,13,6.76%,2.70%,17.57%,36.89%
13/02/2024,2,Owned,Email,418,320,783,36.55%,122.460609,16,7,5,10,3.83%,1.67%,2.39%,0.64%
13/02/2024,3,Earned,Social Media,74,52,90,40.86%,170.844826,18,6,26,6,24.32%,8.11%,8.11%,28.89%
13/02/2024,4,Earned,Referrals,116,86,149,41.63%,227.033812,6,6,2,9,5.17%,5.17%,7.76%,1.34%
13/02/2024,5,Paid,Google Ads,204,177,405,30.06%,94.9080338,5,7,1,12,2.45%,3.43%,5.88%,0.25%
13/02/2024,6,Paid,LinkedIn Ads,229,197,454,45.85%,204.466488,7,9,32,3,3.06%,3.93%,1.31%,7.05%
14/02/2024,1,Owned,Blog,323,302,550,39.33%,183.809614,16,6,39,11,4.95%,1.86%,3.41%,7.09%
14/02/2024,2,Owned,Email,322,249,581,30.00%,121.017621,2,5,26,9,0.62%,1.55%,2.80%,4.48%
14/02/2024,3,Earned,Social Media,97,79,145,52.73%,220.314497,2,4,4,3,2.06%,4.12%,3.09%,2.76%
14/02/2024,4,Earned,Referrals,166,156,293,46.35%,184.423754,6,4,20,17,3.61%,2.41%,10.24%,6.83%
14/02/2024,5,Paid,Google Ads,400,351,635,57.70%,256.725553,13,6,47,11,3.25%,1.50%,2.75%,7.40%
14/02/2024,6,Paid,LinkedIn Ads,293,251,541,36.84%,267.762386,1,8,31,19,0.34%,2.73%,6.48%,5.73%
15/02/2024,1,Owned,Blog,338,259,498,67.93%,130.217003,14,4,39,7,4.14%,1.18%,2.07%,7.83%
15/02/2024,2,Owned,Email,184,159,354,58.67%,276.104947,15,3,17,12,8.15%,1.63%,6.52%,4.80%
15/02/2024,3,Earned,Social Media,339,312,669,46.58%,145.291156,5,1,14,13,1.47%,0.29%,3.83%,2.09%
15/02/2024,4,Earned,Referrals,248,229,403,56.71%,256.910919,12,2,5,16,4.84%,0.81%,6.45%,1.24%
15/02/2024,5,Paid,Google Ads,380,310,464,47.40%,277.985541,4,8,1,1,1.05%,2.11%,0.26%,0.22%
15/02/2024,6,Paid,LinkedIn Ads,58,48,112,52.62%,230.705993,18,4,9,16,31.03%,6.90%,27.59%,8.04%
16/02/2024,1,Owned,Blog,93,68,165,38.14%,102.264921,12,7,36,19,12.90%,7.53%,20.43%,21.82%
16/02/2024,2,Owned,Email,303,254,529,51.53%,197.388052,11,2,22,11,3.63%,0.66%,3.63%,4.16%
16/02/2024,3,Earned,Social Media,170,138,260,68.63%,292.823274,6,4,27,7,3.53%,2.35%,4.12%,10.38%
16/02/2024,4,Earned,Referrals,50,39,72,59.16%,196.607033,9,8,37,8,18.00%,16.00%,16.00%,51.39%
16/02/2024,5,Paid,Google Ads,243,178,477,35.64%,206.937122,10,6,8,4,4.12%,2.47%,1.65%,1.68%
16/02/2024,6,Paid,LinkedIn Ads,481,427,926,56.34%,169.295928,19,4,47,10,3.95%,0.83%,2.08%,5.08%
17/02/2024,1,Owned,Blog,195,137,322,41.79%,263.766872,6,3,34,11,3.08%,1.54%,5.64%,10.56%
17/02/2024,2,Owned,Email,425,419,708,68.70%,290.785468,16,2,33,9,3.76%,0.47%,2.12%,4.66%
17/02/2024,3,Earned,Social Media,419,360,767,60.66%,198.096962,6,4,46,4,1.43%,0.95%,0.95%,6.00%
17/02/2024,4,Earned,Referrals,174,149,298,67.64%,198.152177,12,4,23,11,6.90%,2.30%,6.32%,7.72%
17/02/2024,5,Paid,Google Ads,284,243,522,32.01%,161.018433,13,2,16,10,4.58%,0.70%,3.52%,3.07%
17/02/2024,6,Paid,LinkedIn Ads,458,406,710,30.42%,291.582706,2,8,9,4,0.44%,1.75%,0.87%,1.27%
18/02/2024,1,Owned,Blog,489,488,679,32.87%,95.6096576,8,9,30,6,1.64%,1.84%,1.23%,4.42%
18/02/2024,2,Owned,Email,88,68,114,48.52%,279.852218,18,9,44,2,20.45%,10.23%,2.27%,38.60%
18/02/2024,3,Earned,Social Media,354,277,527,61.07%,292.081326,1,4,16,17,0.28%,1.13%,4.80%,3.04%
18/02/2024,4,Earned,Referrals,250,222,315,42.93%,279.214118,18,8,3,7,7.20%,3.20%,2.80%,0.95%
18/02/2024,5,Paid,Google Ads,437,353,709,51.71%,231.372908,17,9,28,7,3.89%,2.06%,1.60%,3.95%
18/02/2024,6,Paid,LinkedIn Ads,414,349,760,58.64%,102.340503,8,6,7,16,1.93%,1.45%,3.86%,0.92%
19/02/2024,1,Owned,Blog,459,429,907,59.42%,206.367268,8,2,45,17,1.74%,0.44%,3.70%,4.96%
19/02/2024,2,Owned,Email,100,90,184,50.73%,130.635938,15,6,8,5,15.00%,6.00%,5.00%,4.35%
19/02/2024,3,Earned,Social Media,248,245,414,57.20%,125.006968,16,8,16,15,6.45%,3.23%,6.05%,3.86%
19/02/2024,4,Earned,Referrals,444,337,654,37.83%,121.401427,4,5,45,3,0.90%,1.13%,0.68%,6.88%
19/02/2024,5,Paid,Google Ads,238,221,447,68.24%,290.159844,16,2,5,5,6.72%,0.84%,2.10%,1.12%
19/02/2024,6,Paid,LinkedIn Ads,387,316,691,67.63%,87.249687,10,5,44,10,2.58%,1.29%,2.58%,6.37%
20/02/2024,1,Owned,Blog,312,279,592,48.47%,185.583773,17,1,39,7,5.45%,0.32%,2.24%,6.59%
20/02/2024,2,Owned,Email,335,284,658,31.33%,116.59522,11,5,5,19,3.28%,1.49%,5.67%,0.76%
20/02/2024,3,Earned,Social Media,247,180,368,65.71%,80.2651983,19,5,8,11,7.69%,2.02%,4.45%,2.17%
20/02/2024,4,Earned,Referrals,399,379,777,35.68%,122.249716,3,6,25,4,0.75%,1.50%,1.00%,3.22%
20/02/2024,5,Paid,Google Ads,309,284,505,48.29%,240.700411,14,1,6,9,4.53%,0.32%,2.91%,1.19%
20/02/2024,6,Paid,LinkedIn Ads,486,451,941,59.18%,263.516326,5,3,48,3,1.03%,0.62%,0.62%,5.10%
21/02/2024,1,Owned,Blog,347,270,516,34.03%,146.354344,1,6,28,14,0.29%,1.73%,4.03%,5.43%
21/02/2024,2,Owned,Email,311,243,429,54.20%,272.932547,11,7,28,8,3.54%,2.25%,2.57%,6.53%
21/02/2024,3,Earned,Social Media,399,339,660,51.85%,122.411123,14,9,42,2,3.51%,2.26%,0.50%,6.36%
21/02/2024,4,Earned,Referrals,378,285,510,47.43%,237.262133,9,4,11,14,2.38%,1.06%,3.70%,2.16%
21/02/2024,5,Paid,Google Ads,337,284,643,36.77%,118.379412,7,3,31,15,2.08%,0.89%,4.45%,4.82%
21/02/2024,6,Paid,LinkedIn Ads,396,346,719,60.99%,67.2692184,8,1,49,1,2.02%,0.25%,0.25%,6.82%
22/02/2024,1,Owned,Blog,366,332,700,32.19%,127.544795,16,7,39,17,4.37%,1.91%,4.64%,5.57%
22/02/2024,2,Owned,Email,313,290,390,48.51%,61.3225057,13,9,23,13,4.15%,2.88%,4.15%,5.90%
22/02/2024,3,Earned,Social Media,279,225,537,41.85%,158.230875,3,2,46,15,1.08%,0.72%,5.38%,8.57%
22/02/2024,4,Earned,Referrals,195,155,378,67.90%,215.563747,14,2,6,16,7.18%,1.03%,8.21%,1.59%
22/02/2024,5,Paid,Google Ads,292,255,371,54.02%,151.56533,5,6,8,4,1.71%,2.05%,1.37%,2.16%
22/02/2024,6,Paid,LinkedIn Ads,104,80,132,49.39%,94.7091742,6,2,36,1,5.77%,1.92%,0.96%,27.27%
23/02/2024,1,Owned,Blog,153,122,201,30.32%,219.277952,2,6,43,5,1.31%,3.92%,3.27%,21.39%
23/02/2024,2,Owned,Email,185,172,367,35.14%,192.124485,12,8,39,12,6.49%,4.32%,6.49%,10.63%
23/02/2024,3,Earned,Social Media,346,252,526,52.34%,64.0897723,15,6,17,19,4.34%,1.73%,5.49%,3.23%
23/02/2024,4,Earned,Referrals,186,153,305,59.68%,275.315009,4,7,48,5,2.15%,3.76%,2.69%,15.74%
23/02/2024,5,Paid,Google Ads,50,36,97,67.51%,142.864764,1,4,6,16,2.00%,8.00%,32.00%,6.19%
23/02/2024,6,Paid,LinkedIn Ads,111,86,188,47.72%,236.715046,9,1,34,15,8.11%,0.90%,13.51%,18.09%
24/02/2024,1,Owned,Blog,226,179,317,60.27%,235.946233,7,4,43,3,3.10%,1.77%,1.33%,13.56%
24/02/2024,2,Owned,Email,280,252,536,33.92%,187.255723,8,5,5,10,2.86%,1.79%,3.57%,0.93%
24/02/2024,3,Earned,Social Media,211,159,405,64.34%,170.793447,17,6,3,1,8.06%,2.84%,0.47%,0.74%
24/02/2024,4,Earned,Referrals,315,225,426,54.16%,218.924077,13,4,19,11,4.13%,1.27%,3.49%,4.46%
24/02/2024,5,Paid,Google Ads,116,107,182,63.36%,88.8929746,11,5,42,5,9.48%,4.31%,4.31%,23.08%
24/02/2024,6,Paid,LinkedIn Ads,416,366,683,42.26%,154.677938,11,2,40,3,2.64%,0.48%,0.72%,5.86%
25/02/2024,1,Owned,Blog,473,375,800,44.81%,176.450802,12,4,22,16,2.54%,0.85%,3.38%,2.75%
25/02/2024,2,Owned,Email,307,245,410,69.07%,251.2092,8,9,5,12,2.61%,2.93%,3.91%,1.22%
25/02/2024,3,Earned,Social Media,104,81,153,39.17%,195.673057,1,4,38,6,0.96%,3.85%,5.77%,24.84%
25/02/2024,4,Earned,Referrals,464,346,923,45.91%,153.46552,10,9,2,14,2.16%,1.94%,3.02%,0.22%
25/02/2024,5,Paid,Google Ads,314,251,497,66.16%,100.227244,8,4,9,8,2.55%,1.27%,2.55%,1.81%
25/02/2024,6,Paid,LinkedIn Ads,463,369,664,59.21%,243.841138,17,8,8,7,3.67%,1.73%,1.51%,1.20%
26/02/2024,1,Owned,Blog,343,330,578,67.57%,219.702343,17,4,4,8,4.96%,1.17%,2.33%,0.69%
26/02/2024,2,Owned,Email,471,345,710,41.58%,95.8166033,4,1,40,19,0.85%,0.21%,4.03%,5.63%
26/02/2024,3,Earned,Social Media,306,294,476,30.57%,206.756478,14,9,31,18,4.58%,2.94%,5.88%,6.51%
26/02/2024,4,Earned,Referrals,201,195,372,49.95%,201.892868,7,9,30,6,3.48%,4.48%,2.99%,8.06%
26/02/2024,5,Paid,Google Ads,290,270,451,56.43%,243.511923,10,5,48,19,3.45%,1.72%,6.55%,10.64%
26/02/2024,6,Paid,LinkedIn Ads,78,75,128,57.03%,281.433516,16,7,43,19,20.51%,8.97%,24.36%,33.59%
27/02/2024,1,Owned,Blog,73,56,143,56.48%,76.5066834,17,3,11,8,23.29%,4.11%,10.96%,7.69%
27/02/2024,2,Owned,Email,216,213,340,40.15%,216.361013,13,5,18,5,6.02%,2.31%,2.31%,5.29%
27/02/2024,3,Earned,Social Media,411,363,631,37.97%,217.585224,18,8,30,12,4.38%,1.95%,2.92%,4.75%
27/02/2024,4,Earned,Referrals,240,204,439,47.92%,291.893072,11,9,47,8,4.58%,3.75%,3.33%,10.71%
27/02/2024,5,Paid,Google Ads,159,140,262,49.74%,182.652936,1,3,23,13,0.63%,1.89%,8.18%,8.78%
27/02/2024,6,Paid,LinkedIn Ads,389,274,537,63.70%,279.845609,9,3,47,12,2.31%,0.77%,3.08%,8.75%
28/02/2024,1,Owned,Blog,303,225,385,56.76%,139.736956,7,4,44,7,2.31%,1.32%,2.31%,11.43%
28/02/2024,2,Owned,Email,402,297,703,54.08%,201.701154,4,1,30,18,1.00%,0.25%,4.48%,4.27%
28/02/2024,3,Earned,Social Media,375,270,496,39.80%,202.307117,12,4,38,19,3.20%,1.07%,5.07%,7.66%
28/02/2024,4,Earned,Referrals,488,412,762,62.14%,173.206337,17,9,43,17,3.48%,1.84%,3.48%,5.64%
28/02/2024,5,Paid,Google Ads,103,97,138,48.60%,206.179036,14,2,25,9,13.59%,1.94%,8.74%,18.12%
28/02/2024,6,Paid,LinkedIn Ads,141,118,207,34.67%,163.823194,15,8,14,6,10.64%,5.67%,4.26%,6.76%
29/02/2024,1,Owned,Blog,223,164,405,38.17%,114.409263,11,6,18,6,4.93%,2.69%,2.69%,4.44%
29/02/2024,2,Owned,Email,51,45,85,68.08%,266.099979,2,3,40,9,3.92%,5.88%,17.65%,47.06%
29/02/2024,3,Earned,Social Media,132,128,205,36.02%,202.519224,7,3,23,14,5.30%,2.27%,10.61%,11.22%
29/02/2024,4,Earned,Referrals,211,163,353,66.51%,92.4264233,15,1,38,19,7.11%,0.47%,9.00%,10.76%
29/02/2024,5,Paid,Google Ads,443,353,571,51.64%,90.1172393,19,2,11,12,4.29%,0.45%,2.71%,1.93%
29/02/2024,6,Paid,LinkedIn Ads,496,416,680,65.58%,235.046333,5,3,41,9,1.01%,0.60%,1.81%,6.03%
01/03/2024,1,Owned,Blog,377,361,483,42.23%,226.629957,15,4,40,19,3.98%,1.06%,5.04%,8.28%
01/03/2024,2,Owned,Email,341,267,410,37.45%,295.167388,19,7,35,19,5.57%,2.05%,5.57%,8.54%
01/03/2024,3,Earned,Social Media,324,262,465,36.11%,276.386657,7,7,1,3,2.16%,2.16%,0.93%,0.22%
01/03/2024,4,Earned,Referrals,259,207,332,45.71%,192.376791,8,6,26,1,3.09%,2.32%,0.39%,7.83%
01/03/2024,5,Paid,Google Ads,157,135,234,65.29%,245.634841,11,4,5,8,7.01%,2.55%,5.10%,2.14%
01/03/2024,6,Paid,LinkedIn Ads,143,136,229,59.68%,173.462098,17,1,1,19,11.89%,0.70%,13.29%,0.44%
02/03/2024,1,Owned,Blog,403,314,580,36.60%,169.844346,5,6,38,8,1.24%,1.49%,1.99%,6.55%
02/03/2024,2,Owned,Email,75,68,136,36.83%,173.386559,11,1,6,14,14.67%,1.33%,18.67%,4.41%
02/03/2024,3,Earned,Social Media,317,224,427,63.62%,81.0172261,15,1,47,4,4.73%,0.32%,1.26%,11.01%
02/03/2024,4,Earned,Referrals,136,103,193,57.84%,107.714413,18,4,25,4,13.24%,2.94%,2.94%,12.95%
02/03/2024,5,Paid,Google Ads,292,281,488,38.87%,61.7489273,1,2,14,2,0.34%,0.68%,0.68%,2.87%
02/03/2024,6,Paid,LinkedIn Ads,53,43,90,40.66%,278.299843,3,7,48,17,5.66%,13.21%,32.08%,53.33%
03/03/2024,1,Owned,Blog,290,213,529,44.07%,248.937806,11,5,8,18,3.79%,1.72%,6.21%,1.51%
03/03/2024,2,Owned,Email,346,305,607,47.52%,149.45682,18,2,28,8,5.20%,0.58%,2.31%,4.61%
03/03/2024,3,Earned,Social Media,255,214,448,47.31%,151.487385,8,9,19,8,3.14%,3.53%,3.14%,4.24%
03/03/2024,4,Earned,Referrals,308,269,442,53.24%,298.414593,16,9,31,2,5.19%,2.92%,0.65%,7.01%
03/03/2024,5,Paid,Google Ads,156,138,205,34.45%,148.067872,3,6,37,2,1.92%,3.85%,1.28%,18.05%
03/03/2024,6,Paid,LinkedIn Ads,178,132,276,49.80%,297.543722,19,8,21,5,10.67%,4.49%,2.81%,7.61%
04/03/2024,1,Owned,Blog,311,253,604,42.42%,277.950342,1,5,21,6,0.32%,1.61%,1.93%,3.48%
04/03/2024,2,Owned,Email,394,292,726,68.34%,143.079329,16,6,4,10,4.06%,1.52%,2.54%,0.55%
04/03/2024,3,Earned,Social Media,104,93,197,47.32%,287.280816,6,6,47,9,5.77%,5.77%,8.65%,23.86%
04/03/2024,4,Earned,Referrals,432,428,526,33.21%,164.384697,10,8,23,6,2.31%,1.85%,1.39%,4.37%
04/03/2024,5,Paid,Google Ads,372,264,475,36.17%,251.184146,4,2,26,11,1.08%,0.54%,2.96%,5.47%
04/03/2024,6,Paid,LinkedIn Ads,281,249,453,62.86%,150.210467,2,2,11,13,0.71%,0.71%,4.63%,2.43%
05/03/2024,1,Owned,Blog,97,89,141,30.59%,167.76749,15,5,37,5,15.46%,5.15%,5.15%,26.24%
05/03/2024,2,Owned,Email,446,387,564,49.01%,128.950292,8,8,21,6,1.79%,1.79%,1.35%,3.72%
05/03/2024,3,Earned,Social Media,313,298,591,41.62%,215.882575,2,4,10,3,0.64%,1.28%,0.96%,1.69%
05/03/2024,4,Earned,Referrals,66,62,87,63.14%,74.0709741,17,2,41,18,25.76%,3.03%,27.27%,47.13%
05/03/2024,5,Paid,Google Ads,303,248,459,42.46%,244.376698,2,6,10,6,0.66%,1.98%,1.98%,2.18%
05/03/2024,6,Paid,LinkedIn Ads,408,287,534,44.55%,206.397966,17,8,27,11,4.17%,1.96%,2.70%,5.06%
06/03/2024,1,Owned,Blog,112,102,139,33.30%,243.445233,1,3,23,16,0.89%,2.68%,14.29%,16.55%
06/03/2024,2,Owned,Email,90,79,122,32.39%,132.529748,11,5,1,19,12.22%,5.56%,21.11%,0.82%
06/03/2024,3,Earned,Social Media,344,326,488,40.42%,194.387379,17,3,46,2,4.94%,0.87%,0.58%,9.43%
06/03/2024,4,Earned,Referrals,296,281,422,53.43%,254.983427,3,4,35,1,1.01%,1.35%,0.34%,8.29%
06/03/2024,5,Paid,Google Ads,120,110,183,44.41%,92.458391,10,8,25,14,8.33%,6.67%,11.67%,13.66%
06/03/2024,6,Paid,LinkedIn Ads,327,246,467,32.06%,61.8752284,1,5,8,17,0.31%,1.53%,5.20%,1.71%
07/03/2024,1,Owned,Blog,123,95,235,45.31%,69.3902667,4,9,3,1,3.25%,7.32%,0.81%,1.28%
07/03/2024,2,Owned,Email,235,220,319,63.56%,119.502535,5,5,32,3,2.13%,2.13%,1.28%,10.03%
07/03/2024,3,Earned,Social Media,267,233,427,51.34%,69.9620512,4,4,7,11,1.50%,1.50%,4.12%,1.64%
07/03/2024,4,Earned,Referrals,226,176,413,57.71%,155.884907,5,1,38,19,2.21%,0.44%,8.41%,9.20%
07/03/2024,5,Paid,Google Ads,127,107,235,43.92%,157.970017,1,2,4,6,0.79%,1.57%,4.72%,1.70%
07/03/2024,6,Paid,LinkedIn Ads,387,289,548,58.38%,117.565916,10,2,45,19,2.58%,0.52%,4.91%,8.21%
08/03/2024,1,Owned,Blog,497,405,726,34.78%,165.810544,8,5,7,7,1.61%,1.01%,1.41%,0.96%
08/03/2024,2,Owned,Email,430,403,785,69.15%,160.724358,5,1,49,9,1.16%,0.23%,2.09%,6.24%
08/03/2024,3,Earned,Social Media,327,266,587,63.25%,99.083771,6,7,27,11,1.83%,2.14%,3.36%,4.60%
08/03/2024,4,Earned,Referrals,269,196,325,35.60%,153.333331,17,9,2,8,6.32%,3.35%,2.97%,0.62%
08/03/2024,5,Paid,Google Ads,349,300,463,61.71%,68.3672062,9,2,1,1,2.58%,0.57%,0.29%,0.22%
08/03/2024,6,Paid,LinkedIn Ads,308,272,429,37.11%,159.108109,1,8,26,2,0.32%,2.60%,0.65%,6.06%
09/03/2024,1,Owned,Blog,149,134,262,42.01%,82.2490493,6,4,26,7,4.03%,2.68%,4.70%,9.92%
09/03/2024,2,Owned,Email,239,208,477,60.28%,139.341949,15,6,40,11,6.28%,2.51%,4.60%,8.39%
09/03/2024,3,Earned,Social Media,495,414,686,40.95%,137.656611,15,4,36,9,3.03%,0.81%,1.82%,5.25%
09/03/2024,4,Earned,Referrals,268,258,436,53.81%,145.957643,15,1,14,7,5.60%,0.37%,2.61%,3.21%
09/03/2024,5,Paid,Google Ads,413,378,749,68.04%,212.181859,9,3,16,3,2.18%,0.73%,0.73%,2.14%
09/03/2024,6,Paid,LinkedIn Ads,343,271,415,38.40%,227.997304,12,1,32,19,3.50%,0.29%,5.54%,7.71%
10/03/2024,1,Owned,Blog,126,125,169,31.47%,108.634219,17,5,37,4,13.49%,3.97%,3.17%,21.89%
10/03/2024,2,Owned,Email,439,407,550,31.42%,160.862242,16,6,42,14,3.64%,1.37%,3.19%,7.64%
10/03/2024,3,Earned,Social Media,233,177,367,53.94%,156.561782,8,9,2,4,3.43%,3.86%,1.72%,0.54%
10/03/2024,4,Earned,Referrals,132,93,175,68.34%,202.26991,10,7,33,7,7.58%,5.30%,5.30%,18.86%
10/03/2024,5,Paid,Google Ads,384,373,666,54.67%,229.620774,1,8,40,2,0.26%,2.08%,0.52%,6.01%
10/03/2024,6,Paid,LinkedIn Ads,311,308,464,41.73%,135.910071,14,8,25,10,4.50%,2.57%,3.22%,5.39%
11/03/2024,1,Owned,Blog,118,103,233,69.48%,104.44368,9,5,35,15,7.63%,4.24%,12.71%,15.02%
11/03/2024,2,Owned,Email,211,207,415,35.89%,166.179796,13,8,49,4,6.16%,3.79%,1.90%,11.81%
11/03/2024,3,Earned,Social Media,84,78,133,55.94%,236.498246,17,4,42,16,20.24%,4.76%,19.05%,31.58%
11/03/2024,4,Earned,Referrals,262,207,460,42.24%,204.67717,13,3,23,15,4.96%,1.15%,5.73%,5.00%
11/03/2024,5,Paid,Google Ads,389,341,759,68.02%,258.582781,15,7,4,1,3.86%,1.80%,0.26%,0.53%
11/03/2024,6,Paid,LinkedIn Ads,61,54,86,33.92%,180.296715,11,5,10,14,18.03%,8.20%,22.95%,11.63%
12/03/2024,1,Owned,Blog,177,160,321,42.83%,194.210256,7,1,20,4,3.95%,0.56%,2.26%,6.23%
12/03/2024,2,Owned,Email,470,408,658,53.07%,263.890511,14,4,17,9,2.98%,0.85%,1.91%,2.58%
12/03/2024,3,Earned,Social Media,253,184,488,50.43%,125.580551,12,9,18,8,4.74%,3.56%,3.16%,3.69%
12/03/2024,4,Earned,Referrals,315,288,399,60.89%,257.431259,8,4,8,1,2.54%,1.27%,0.32%,2.01%
12/03/2024,5,Paid,Google Ads,246,182,303,64.30%,283.891785,7,3,44,13,2.85%,1.22%,5.28%,14.52%
12/03/2024,6,Paid,LinkedIn Ads,289,227,428,50.47%,61.9649493,13,1,12,16,4.50%,0.35%,5.54%,2.80%
13/03/2024,1,Owned,Blog,270,257,521,53.49%,105.996752,9,5,11,2,3.33%,1.85%,0.74%,2.11%
13/03/2024,2,Owned,Email,136,118,271,59.14%,140.724157,4,9,40,12,2.94%,6.62%,8.82%,14.76%
13/03/2024,3,Earned,Social Media,58,41,111,33.85%,149.502023,7,4,38,12,12.07%,6.90%,20.69%,34.23%
13/03/2024,4,Earned,Referrals,385,352,571,51.84%,254.924496,13,1,33,7,3.38%,0.26%,1.82%,5.78%
13/03/2024,5,Paid,Google Ads,277,218,364,63.87%,147.565755,13,9,39,8,4.69%,3.25%,2.89%,10.71%
13/03/2024,6,Paid,LinkedIn Ads,356,258,649,40.27%,189.300446,13,1,6,7,3.65%,0.28%,1.97%,0.92%
14/03/2024,1,Owned,Blog,63,53,111,51.37%,184.78555,19,4,24,10,30.16%,6.35%,15.87%,21.62%
14/03/2024,2,Owned,Email,485,354,654,37.59%,193.007702,16,4,21,11,3.30%,0.82%,2.27%,3.21%
14/03/2024,3,Earned,Social Media,229,211,403,56.61%,65.1528976,4,1,15,15,1.75%,0.44%,6.55%,3.72%
14/03/2024,4,Earned,Referrals,265,192,355,43.02%,262.412608,18,1,30,16,6.79%,0.38%,6.04%,8.45%
